%
% Convert TDMS to ASCII v1.2 
% File created on 10-4-2026 16:22:06
%
% For Matlab use: 
Input=dlmread('01 1 s700 healthy.dat','\t',[8 0 32817 5])

Time     	ch 0     	ch 1     	ch 2     	ch 3     	ch 4     	
0.0428125000	-0.3066101000	2.3360211000	-0.0434462000	0.9240939000	-0.0597602707
0.0429687500	0.3960853000	1.0902519000	-1.5447249000	1.8504119000	0.0040686093
0.0431250000	0.3641446000	-0.3471741000	0.4037432000	1.3712819000	-0.0038578529
0.0432812500	-0.3704915000	-1.4332293000	-0.5545198000	0.5088479000	-0.0091769262
0.0434375000	1.0348993000	-0.6027165000	-1.3850144000	0.2852539000	-0.0053179907
0.0435937500	0.6196702000	0.0680823000	-0.9697671000	-0.0661081000	-0.0239347474
0.0437500000	1.4820691000	1.4096799000	-0.3309251000	1.2435139000	-0.0235697129
0.0439062500	0.7474330000	1.2819087000	-1.3850144000	0.5088479000	0.0074060671
0.0440625000	0.6516109000	1.2499659000	-0.5545198000	0.7643839000	-0.0020326807
0.0442187500	-0.1149659000	0.4194531000	-1.1294776000	1.0838039000	-0.0398919674
0.0443750000	-0.3385508000	0.2277963000	-1.0655934000	0.0297179000	-0.0258120674
0.0445312500	0.5557888000	-0.4430025000	-0.9378250000	-0.4813541000	-0.0264378407
0.0446875000	0.3322039000	1.4735655000	-0.2989830000	0.4130219000	0.0358266060
0.0448437500	0.7793737000	0.3555675000	-0.2670409000	-0.4174701000	-0.0009375774
0.0450000000	1.8972982000	0.8347095000	-0.4267514000	0.5727319000	-0.0216923929
0.0451562500	0.7154923000	1.6652223000	-0.2350988000	1.1476879000	-0.0805672340
0.0453125000	1.4820691000	1.6013367000	0.7870484000	1.5629339000	-0.1058067585
0.0454687500	-0.1788473000	-0.3471741000	-0.8419987000	1.5309919000	-0.0664873340
0.0456250000	-0.2427287000	-0.2832885000	0.0204380000	0.4130219000	-0.1423102029
